Date,symbol,DATE_OF_LAST_EXECUTIVE_CHANGE,TOT_STK_AWD_GIVEN_TO_CEO_EQUIV,TOT_OPT_AWD_GIVEN_TO_CEO_EQUIV,TOT_BONUSES_PAID_TO_CEO_EQUIV,TOT_N_EQT_INCENT_GVN_TO_CEO_EQ,COMP_LKD_LAST_CEO_&_EQUIV_CHG_D,ALL_OTHER_COMP_AW_TO_CEO_EQUIV
2021-12-31,CMCSA UW Equity,20210106,13512534,8475488,0,8625586.0,20021101,22103580.0
2020-12-31,CMCSA UW Equity,20200101,10585278,10600149,0,7738302.0,20021101,21535720.0
2019-12-31,CMCSA UW Equity,20180430,5330304,5350324,0,9974249.0,20021101,23104102.0
2018-12-31,CMCSA UW Equity,20180430,5328517,5351060,0,10739611.0,20021101,21090283.0
2017-12-31,CMCSA UW Equity,20170401,5337864,5350848,0,9124484.0,20021101,20292174.0
2016-12-31,CMCSA UW Equity,20150706,5348520,5351730,0,10667827.0,20021101,19282154.0
2015-12-31,CMCSA UW Equity,20150706,5350500,5350302,0,9752731.0,20021101,23566790.0
2014-12-31,CMCSA UW Equity,20111130,5253700,5350925,0,9000542.0,20021101,21103199.0
2023-12-31,TAP UN Equity,20230905,5874071,1335003,0,3434535.0,20190928,7538352.0
2022-12-31,TAP UN Equity,20220101,5059609,1120009,0,1371760.0,20190928,6511967.0
2021-12-31,TAP UN Equity,20211231,4202824,1040003,0,1621182.0,20190928,5475827.0
2020-12-31,TAP UN Equity,20200102,3649000,900004,0,1039500.0,20190928,4801145.0
2019-12-31,TAP UN Equity,20191030,6324982,1812225,0,1958982.0,20190928,9709207.0
2018-12-31,TAP UN Equity,20161117,4283451,1100007,0,1577057.0,20120618,5541900.0
2017-12-31,TAP UN Equity,20161231,3934826,972391,0,2115135.0,20120618,5383177.0
2016-12-31,TAP UN Equity,20161117,3530311,901631,0,1597867.0,20120618,6264880.0
2015-12-31,TAP UN Equity,20151116,2722725,700007,0,1633500.0,20120618,3511889.0
2014-12-31,TAP UN Equity,20141231,4296452,1100013,0,3116123.0,20141231,8794010.0
2023-12-31,KLAC UW Equity,20200301,23492301,0,0,2124000.0,20060101,23520359.0
2022-12-31,KLAC UW Equity,20200921,15296189,0,0,2953846.0,20060101,16617664.0
2021-12-31,KLAC UW Equity,20200921,9338877,0,0,2895750.0,20060101,9839638.0
2020-12-31,KLAC UW Equity,20200608,8796499,0,0,2609820.0,20060101,9747632.0
2019-12-31,KLAC UW Equity,20190301,15983570,0,0,2305260.0,20060101,17307107.0
2018-12-31,KLAC UW Equity,20170831,6675558,0,0,3224500.0,20060101,8266800.0
2017-12-31,KLAC UW Equity,20161201,10975987,0,0,1100790.0,20060101,12578460.0
2016-12-31,KLAC UW Equity,20150801,5501505,0,0,4205769.0,20060101,7486169.0
2015-12-31,KLAC UW Equity,20150413,6303440,0,0,1153845.0,20060101,6329053.0
2014-12-31,KLAC UW Equity,20131231,4721617,0,0,1242945.0,20060101,4746568.0
2023-12-31,PCAR UW Equity,20230222,4262500,1856874,0,3487500.0,20190701,10626934.0
2022-12-31,PCAR UW Equity,20200101,3850000,1323050,0,3325000.0,20190701,5236737.0
2021-12-31,PCAR UW Equity,20200101,3850000,1372256,0,2278500.0,20190701,8264186.0
2020-12-31,PCAR UW Equity,20190701,2640000,748524,0,1398660.0,20190701,6172218.0
2019-12-31,PCAR UW Equity,20190701,770000,504290,0,1473260.0,20190701,3965823.0
2018-12-31,PCAR UW Equity,20180930,2245201,687885,0,3179688.0,20140427,5376477.0
2017-12-31,PCAR UW Equity,20170201,2472823,772366,0,5345025.0,20140427,7063779.0
2016-12-31,PCAR UW Equity,20160101,2212000,693623,0,2348500.0,20140427,5273245.0
2015-12-31,PCAR UW Equity,20151231,693306,640749,0,3846036.0,20140427,4551073.0
2014-12-31,PCAR UW Equity,20140427,3103482,1580702,0,9267620.0,20140427,16289487.0
2023-12-31,SYK UN Equity,20180430,6652884,8410645,0,3780000.0,20121001,15596180.0
2022-12-31,SYK UN Equity,20180430,6525629,8729415,0,1505790.0,20121001,15713591.0
2021-12-31,SYK UN Equity,20211001,5969936,6797299,0,1816470.0,20121001,13236761.0
2020-12-31,SYK UN Equity,20190422,5434541,4908721,0,1434375.0,20121001,10773532.0
2019-12-31,SYK UN Equity,20190422,5289450,5312697,0,2632309.0,20121001,11112520.0
2018-12-31,SYK UN Equity,20180801,4984747,4608048,0,2709720.0,20121001,10006512.0
2017-12-31,SYK UN Equity,20160401,6176092,4342112,0,1891746.0,20121001,10950007.0
2016-12-31,SYK UN Equity,20161231,5387926,3667315,0,2276723.0,20121001,9391509.0
2015-12-31,SYK UN Equity,20140731,3646077,3537640,0,1927813.0,20121001,7449204.0
2014-12-31,SYK UN Equity,20140731,3249982,3231527,0,1320188.0,20121001,6744959.0
2023-12-31,TSN UN Equity,20230206,8193338,2750006,0,436154.0,20210602,11347350.0
2022-12-31,TSN UN Equity,20220826,5125607,1650008,0,3432569.0,20210602,7285313.0
2021-12-31,TSN UN Equity,20210602,8994000,7146000,0,5063214.0,20210602,16625448.0
2020-12-31,TSN UN Equity,20201003,8977995,2671011,5000000,3193261.0,20201003,13370472.0
2019-12-31,TSN UN Equity,20190812,4451140,1375007,0,1368615.0,20180930,7873314.0
2018-12-31,TSN UN Equity,20180228,4698737,1375016,0,1392688.0,20161231,6885757.0
2017-12-31,TSN UN Equity,20170802,5811082,1187509,0,2103499.0,20161231,10361955.0
2016-12-31,TSN UN Equity,20160613,3828738,1562753,0,3097946.0,20091119,7203084.0
2015-12-31,TSN UN Equity,20140331,2737820,3326448,0,2226343.0,20091119,9276711.0
2014-12-31,TSN UN Equity,20140331,2377359,2782227,0,3102559.0,20091119,7978498.0
2023-12-31,AMAT UW Equity,20230711,23951048,0,0,1631520.0,20130901,24193024.0
2022-12-31,AMAT UW Equity,20220901,17783334,0,0,1358055.0,20130901,18011917.0
2021-12-31,AMAT UW Equity,20211015,31710469,0,0,2039400.0,20130901,32176351.0
2020-12-31,AMAT UW Equity,20200608,14299176,0,0,1786406.0,20130901,14478581.0
2019-12-31,AMAT UW Equity,20171101,11696506,0,0,1133000.0,20130901,11914587.0
2018-12-31,AMAT UW Equity,20171101,11261311,0,0,1430000.0,20130901,11634540.0
2017-12-31,AMAT UW Equity,20170824,10844501,0,0,2640000.0,20130901,11682705.0
2016-12-31,AMAT UW Equity,20141208,11111985,0,0,2449440.0,20130901,16211751.0
2015-12-31,AMAT UW Equity,20150331,10818374,0,0,2090000.0,20130901,15007423.0
2014-12-31,AMAT UW Equity,20130930,0,0,0,14905273.0,20130901,539732.0
2023-12-31,CAH UN Equity,20230210,14828888,0,0,2383757.0,20220901,18443096.0
2022-12-31,CAH UN Equity,20200526,11051066,0,0,805068.0,20180101,11316708.0
2021-12-31,CAH UN Equity,20200526,10197832,0,0,780000.0,20180101,10402378.0
2020-12-31,CAH UN Equity,20200526,10239990,0,0,2547492.0,20180101,10383023.0
2019-12-31,CAH UN Equity,20190331,12110701,0,0,2126439.0,20180101,12251277.0
2018-12-31,CAH UN Equity,20180202,11233310,4110987,0,3590970.0,20180101,15634423.0
2017-12-31,CAH UN Equity,20141111,6333255,3166434,0,0.0,20090831,9665177.0
2016-12-31,CAH UN Equity,20141111,6491739,3330665,0,2386755.0,20090831,9954332.0
2015-12-31,CAH UN Equity,20141111,5983334,3320657,0,2510508.0,20090831,9439223.0
2014-12-31,CAH UN Equity,20120416,5533321,2866244,0,2601983.0,20090831,8532005.0
2023-12-31,CINF UW Equity,20220128,2730976,1809258,0,2412305.0,20110502,4773557.0
2022-12-31,CINF UW Equity,20220930,2208212,1706714,0,2275759.0,20110502,4187971.0
2021-12-31,CINF UW Equity,20200502,1475180,1035915,0,2761844.0,20110502,2625868.0
2020-12-31,CINF UW Equity,20201231,1167096,902382,0,410175.0,20110502,2299869.0
2019-12-31,CINF UW Equity,20190831,1152831,876100,0,2336246.0,20110502,2136618.0
2018-12-31,CINF UW Equity,20110531,999111,849752,0,339900.0,20110502,2079325.0
2017-12-31,CINF UW Equity,20110531,741917,825010,0,2200000.0,20110502,1783605.0
2016-12-31,CINF UW Equity,20161001,917696,155459,0,2121792.0,20110502,1167297.0
2015-12-31,CINF UW Equity,20110531,665213,151834,0,283662.0,20110502,938347.0
2014-12-31,CINF UW Equity,20110531,473132,131132,0,927000.0,20110502,773961.0
2023-12-31,EA UW Equity,20220812,16724254,0,0,2454790.0,20130917,16904212.0
2022-12-31,EA UW Equity,20220301,13973702,0,0,4571933.0,20130917,13993683.0
2021-12-31,EA UW Equity,20201001,32870225,0,0,5000000.0,20130917,32916205.0
2020-12-31,EA UW Equity,20180430,16022956,0,0,4000000.0,20130917,16165751.0
2019-12-31,EA UW Equity,20181030,17090597,0,0,0.0,20130917,17127763.0
2018-12-31,EA UW Equity,20140902,32025759,0,0,2500000.0,20130917,32087033.0
2017-12-31,EA UW Equity,20140902,16150342,0,0,2690860.0,20130917,16198012.0
2016-12-31,EA UW Equity,20151231,13617852,0,0,2076653.0,20130917,13634823.0
2015-12-31,EA UW Equity,20140714,6696870,1999996,0,2000000.0,20130917,8754121.0
2014-12-31,EA UW Equity,20130930,4157450,8607400,0,780474.0,20130917,12783193.0
2023-12-31,FICO UN Equity,20230113,48996329,15347003,0,1200000.0,20120126,64399962.0
2022-12-31,FICO UN Equity,20220106,16942011,0,0,1200000.0,20120126,16963781.0
2021-12-31,FICO UN Equity,20201001,17458576,0,0,1200000.0,20120126,17479745.0
2020-12-31,FICO UN Equity,20190821,11128051,918823,0,1200000.0,20120126,12085624.0
2019-12-31,FICO UN Equity,20190821,6352443,2993617,0,1200000.0,20120126,9395257.0
2018-12-31,FICO UN Equity,20141110,10255714,0,0,1200000.0,20120126,10297481.0
2017-12-31,FICO UN Equity,20141110,8637629,0,0,1200000.0,20120126,8679460.0
2016-12-31,FICO UN Equity,20141110,6065814,0,0,1100000.0,20120126,6107179.0
2015-12-31,FICO UN Equity,20141110,4023047,3837811,0,515000.0,20120126,7903811.0
2014-12-31,FICO UN Equity,20120425,4702827,0,0,800000.0,20120126,4729352.0
2023-12-31,FAST UW Equity,20231031,0,847284,0,1515000.0,20160101,850507.0
2022-12-31,FAST UW Equity,20160816,0,617802,0,4068500.0,20160101,621110.0
2021-12-31,FAST UW Equity,20161231,0,538313,0,1165000.0,20160101,541114.0
2020-12-31,FAST UW Equity,20161231,0,483864,0,1335000.0,20160101,486650.0
2019-12-31,FAST UW Equity,20191231,0,406146,0,708750.0,20160101,408693.0
2018-12-31,FAST UW Equity,20161231,0,410317,0,1423750.0,20160101,413161.0
2017-12-31,FAST UW Equity,20161231,0,402125,0,1041901.0,20160101,404955.0
2016-12-31,FAST UW Equity,20161231,0,1066950,0,32713.0,20160101,1069683.0
2015-12-31,FAST UW Equity,20151231,0,218743,0,629505.0,20151231,226242.0
2014-12-31,FAST UW Equity,20141231,0,0,0,867564.0,20141231,3879.0
2023-12-31,MTB UN Equity,20230601,4800120,1200010,2150000,0.0,20171220,6135557.0
2022-12-31,MTB UN Equity,20220910,4240259,1060019,2400000,0.0,20171220,5415707.0
2021-12-31,MTB UN Equity,20171220,3400240,850016,1500000,0.0,20171220,4368174.0
2020-12-31,MTB UN Equity,20171220,2662566,887521,750000,0.0,20171220,3782007.0
2019-12-31,MTB UN Equity,20171220,2640209,660008,1250000,0.0,20171220,3504703.0
2018-12-31,MTB UN Equity,20171220,1875177,625018,1250000,0.0,20171220,2620132.0
2017-12-31,MTB UN Equity,20171220,2501140,0,1700000,0.0,20171220,3789142.0
2016-12-31,MTB UN Equity,20160502,1675067,0,340000,0.0,20070101,2211407.0
2015-12-31,MTB UN Equity,20140917,1675107,0,425000,0.0,20070101,2320450.0
2014-12-31,MTB UN Equity,20140917,1675103,0,425000,0.0,20070101,2848419.0
2023-12-31,FITB UW Equity,20220705,5481769,900000,0,1622250.0,20220705,6738091.0
2022-12-31,FITB UW Equity,20220705,10444390,1843111,0,4093220.0,20220705,13054177.0
2021-12-31,FITB UW Equity,20201109,4887500,862502,0,3300000.0,20151101,6131579.0
2020-12-31,FITB UW Equity,20201231,4674998,825002,0,2860000.0,20151101,5806408.0
2019-12-31,FITB UW Equity,20171231,4462507,787498,0,2200000.0,20151101,5699167.0
2018-12-31,FITB UW Equity,20171231,4887480,862496,0,4100000.0,20151101,5985121.0
2017-12-31,FITB UW Equity,20171231,4526248,798750,0,2000000.0,20151101,5688228.0
2016-12-31,FITB UW Equity,20151101,3612503,637501,0,2000000.0,20151101,4560794.0
2015-12-31,FITB UW Equity,20151101,7998618,1058575,0,2881000.0,20151101,9638776.0
2014-12-31,FITB UW Equity,20140901,3222806,1249999,0,1545000.0,20070417,4835399.0
2023-12-31,GILD UW Equity,20220801,11865090,3749966,0,4036200.0,20190301,16830528.0
2022-12-31,GILD UW Equity,20220801,10603901,3750014,0,4716480.0,20190301,15213619.0
2021-12-31,GILD UW Equity,20191101,9764060,3375004,0,3446190.0,20190301,14133276.0
2020-12-31,GILD UW Equity,20191101,8388056,3125041,0,4713390.0,20190301,12581820.0
2019-12-31,GILD UW Equity,20191231,19745530,4329549,5675000,4424625.0,20190301,24631698.0
2018-12-31,GILD UW Equity,20181231,9865666,11131386,0,3341100.0,20181231,21039108.0
2017-12-31,GILD UW Equity,20160524,4894499,5749998,0,3244500.0,20160310,10654497.0
2016-12-31,GILD UW Equity,20160524,8030139,8500140,0,4624920.0,20160310,16550279.0
2015-12-31,GILD UW Equity,20140201,7232654,5749850,0,4038525.0,19960401,12990004.0
2014-12-31,GILD UW Equity,20140201,8386205,5241907,0,3717365.0,19960401,13635612.0
2023-12-31,HAS UW Equity,20230518,7875020,3086034,0,1944000.0,20220225,11666869.0
2022-12-31,HAS UW Equity,20220816,5625079,2246689,0,0.0,20220225,8195740.0
2021-12-31,HAS UW Equity,20211012,14060124,4527728,0,5163633.0,20211012,19580449.0
2020-12-31,HAS UW Equity,20200201,3735288,6294872,0,4195801.0,20161231,10872209.0
2019-12-31,HAS UW Equity,20180801,6417739,5908832,0,3817801.0,20161231,12543077.0
2018-12-31,HAS UW Equity,20180801,3026520,3400816,0,0.0,20161231,6949623.0
2017-12-31,HAS UW Equity,20170206,3401482,3272528,0,3000000.0,20161231,7354389.0
2016-12-31,HAS UW Equity,20150521,2600235,2162091,0,3860000.0,20150521,5382242.0
2015-12-31,HAS UW Equity,20150521,2887500,2053289,0,3600000.0,20150521,5335987.0
2014-12-31,HAS UW Equity,20141015,7741677,2798372,0,2300000.0,20080522,11023112.0
2023-12-31,HBAN UW Equity,20230308,5999987,0,0,2300000.0,20090114,6739896.0
2022-12-31,HBAN UW Equity,20220401,5499988,0,0,3410000.0,20090114,5974975.0
2021-12-31,HBAN UW Equity,20210610,3937478,1312498,0,2800000.0,20090114,5721072.0
2020-12-31,HBAN UW Equity,20191104,3374995,1125000,0,1830000.0,20090114,5140182.0
2019-12-31,HBAN UW Equity,20191231,3374985,1125000,0,1425000.0,20090114,4963685.0
2018-12-31,HBAN UW Equity,20170501,3749981,1250000,0,2025000.0,20090114,5431915.0
2017-12-31,HBAN UW Equity,20170501,4076187,749998,0,2000000.0,20090114,5579970.0
2016-12-31,HBAN UW Equity,20160801,4122487,726124,0,2400000.0,20090114,5470074.0
2015-12-31,HBAN UW Equity,20140401,4037478,712499,0,1650000.0,20090114,5180302.0
2014-12-31,HBAN UW Equity,20140401,3824996,675014,0,1444300.0,20090114,5054309.0
2023-12-31,WELL UN Equity,20230131,11653191,0,0,4320000.0,20201005,11679891.0
2022-12-31,WELL UN Equity,20210719,7754249,2700000,0,2634267.0,20201005,10482624.0
2021-12-31,WELL UN Equity,20210719,5999991,1500088,0,3920000.0,20201005,7833671.0
2020-12-31,WELL UN Equity,20201130,17029759,0,0,3795590.0,20201005,18631939.0
2019-12-31,WELL UN Equity,20190904,8700048,0,0,3270667.0,20140413,8771457.0
2018-12-31,WELL UN Equity,20180807,8200007,0,0,3520000.0,20140413,8264453.0
2017-12-31,WELL UN Equity,20171003,7250000,0,0,2197563.0,20140413,7334700.0
2016-12-31,WELL UN Equity,20160729,10215363,0,0,1829950.0,20140413,10954404.0
2015-12-31,WELL UN Equity,20150701,7677105,0,0,2291705.0,20140413,7725541.0
2014-12-31,WELL UN Equity,20140731,7721000,0,0,2668627.0,20140413,15329070.0
2023-12-31,BIIB UW Equity,20221114,0,0,0,2376000.0,20221114,93913.0
2022-12-31,BIIB UW Equity,20221114,34189777,11200610,0,315616.0,20221114,55018313.0
2021-12-31,BIIB UW Equity,20211231,14084314,0,0,1153125.0,20170106,15003367.0
2020-12-31,BIIB UW Equity,20200915,13887064,0,0,2565000.0,20170106,14606367.0
2019-12-31,BIIB UW Equity,20191011,12352030,0,0,3884000.0,20170106,12887397.0
2018-12-31,BIIB UW Equity,20181119,11064897,0,0,3337880.0,20170106,11553843.0
2017-12-31,BIIB UW Equity,20171211,9868540,0,0,2502500.0,20170106,17489752.0
2016-12-31,BIIB UW Equity,20160701,13007653,0,0,2541000.0,20100701,13692788.0
2015-12-31,BIIB UW Equity,20151009,13015232,0,0,1181250.0,20100701,14154674.0
2014-12-31,BIIB UW Equity,20140924,12120939,0,0,4047313.0,20100701,13209056.0
2023-12-31,NTRS UW Equity,20230403,8500150,0,0,500000.0,20180101,8674760.0
2022-12-31,NTRS UW Equity,20221017,8500158,0,0,1000000.0,20180101,8829139.0
2021-12-31,NTRS UW Equity,20200101,6825124,0,0,2500000.0,20180101,6999233.0
2020-12-31,NTRS UW Equity,20200101,6825082,0,0,1175000.0,20180101,7064814.0
2019-12-31,NTRS UW Equity,20190123,6225141,0,0,2075000.0,20180101,6447268.0
2018-12-31,NTRS UW Equity,20180831,4850107,0,0,2075000.0,20180101,4996986.0
2017-12-31,NTRS UW Equity,20171231,4860120,1603842,0,2850000.0,20171231,8000683.0
2016-12-31,NTRS UW Equity,20161231,5400067,1637386,0,2700000.0,20080101,7467322.0
2015-12-31,NTRS UW Equity,20140901,4987508,1477612,2413689,2800000.0,20080101,6553111.0
2014-12-31,NTRS UW Equity,20140901,4987571,1329507,0,2300000.0,20080101,9160522.0
2023-12-31,PKG UN Equity,20160101,9604906,0,0,3281040.0,20100701,10513570.0
2022-12-31,PKG UN Equity,20190531,7250018,0,0,3528000.0,20100701,7321870.0
2021-12-31,PKG UN Equity,20190531,6745717,0,0,3600000.0,20100701,7140797.0
2020-12-31,PKG UN Equity,20190531,5575067,0,0,2333750.0,20100701,6807486.0
2019-12-31,PKG UN Equity,20190531,5519946,0,0,1867000.0,20100701,7206617.0
2018-12-31,PKG UN Equity,20160101,6000007,0,0,2660000.0,20100701,6378066.0
2017-12-31,PKG UN Equity,20160101,5408552,0,0,2660000.0,20100701,6806845.0
2016-12-31,PKG UN Equity,20160101,4523001,0,0,2500000.0,20100701,5750194.0
2015-12-31,PKG UN Equity,20151231,2622701,0,0,2082500.0,20151231,3621103.0
2014-12-31,PKG UN Equity,20130731,2699952,0,0,2450000.0,20100701,4202537.0
2023-12-31,PAYX UW Equity,20221014,13741048,4593477,0,1429782.0,20221014,18507089.0
2022-12-31,PAYX UW Equity,20211201,5653529,1870969,0,2418750.0,20100930,7542815.0
2021-12-31,PAYX UW Equity,20130520,3952973,2640232,0,2117565.0,20100930,6611220.0
2020-12-31,PAYX UW Equity,20130520,4397940,1891759,0,768800.0,20100930,6307032.0
2019-12-31,PAYX UW Equity,20130520,3665020,1582257,0,1716175.0,20100930,5264345.0
2018-12-31,PAYX UW Equity,20130520,3294113,1372685,0,1106750.0,20100930,4679414.0
2017-12-31,PAYX UW Equity,20130520,4375193,2342781,0,906680.0,20100930,6729974.0
2016-12-31,PAYX UW Equity,20130520,2598024,1069161,0,1203210.0,20100930,3679185.0
2015-12-31,PAYX UW Equity,20130520,2632715,1105472,0,1265580.0,20100930,3749937.0
2014-12-31,PAYX UW Equity,20130520,2741795,1174236,0,1234292.0,20100930,3927531.0
2023-12-31,ROST UW Equity,20220201,9800093,0,0,0.0,20140601,9923194.0
2022-12-31,ROST UW Equity,20211001,9800128,0,0,4682563.0,20140601,9917072.0
2021-12-31,ROST UW Equity,20190814,13928610,0,0,2310875.0,20140601,14023116.0
2020-12-31,ROST UW Equity,20190816,13928610,0,0,2310875.0,20140601,14023116.0
2019-12-31,ROST UW Equity,20190131,7750107,0,0,3031092.0,20140601,7875402.0
2018-12-31,ROST UW Equity,20160316,7750107,0,0,3031092.0,20140601,7875402.0
2017-12-31,ROST UW Equity,20160316,6700034,0,0,2983230.0,20140601,6832012.0
2016-12-31,ROST UW Equity,20150316,6700034,0,0,2983230.0,20140601,6832012.0
2015-12-31,ROST UW Equity,20150128,9700212,0,0,4904401.0,20140601,9898441.0
2014-12-31,ROST UW Equity,20140201,3000040,0,0,1844576.0,19960901,3090790.0
2023-12-31,IDXX UW Equity,20230101,2187697,6562842,0,1737500.0,20190628,8781809.0
2022-12-31,IDXX UW Equity,20200115,1937696,5812593,0,1012500.0,20190628,7775888.0
2021-12-31,IDXX UW Equity,20200115,1500029,4499229,0,2062500.0,20190628,6025598.0
2020-12-31,IDXX UW Equity,20200115,1125087,3375000,0,1700000.0,20190628,4524136.0
2019-12-31,IDXX UW Equity,20190628,950209,9847657,0,962522.0,20190628,13321708.0
2018-12-31,IDXX UW Equity,20161130,0,4795888,0,1200000.0,20020124,4819950.0
2017-12-31,IDXX UW Equity,20140901,0,4493126,0,1350000.0,20020124,4515351.0
2016-12-31,IDXX UW Equity,20140901,0,3497863,0,1545000.0,20020124,3518681.0
2015-12-31,IDXX UW Equity,20140901,0,2996921,0,950000.0,20020124,3017705.0
2014-12-31,IDXX UW Equity,20140101,549940,1648617,0,1310000.0,20020124,2215266.0
2023-12-31,SBUX UW Equity,20230912,9717954,0,0,2885480.0,20230320,11201647.0
2022-12-31,SBUX UW Equity,20221001,15385875,0,0,0.0,20220404,15790116.0
2021-12-31,SBUX UW Equity,20210628,14755014,0,0,4030000.0,20170403,14785553.0
2020-12-31,SBUX UW Equity,20181112,11166708,0,0,1860000.0,20170403,11265196.0
2019-12-31,SBUX UW Equity,20190331,8272802,5000003,0,4347000.0,20170403,13394958.0
2018-12-31,SBUX UW Equity,20180626,6659982,4233929,0,960000.0,20170403,10960947.0
2017-12-31,SBUX UW Equity,20170831,13807627,12016129,0,1313438.0,20170430,26185315.0
2016-12-31,SBUX UW Equity,20150301,7546811,9362066,0,3187500.0,20080107,17127998.0
2015-12-31,SBUX UW Equity,20150301,7482977,6886300,0,4005000.0,20080107,14586353.0
2014-12-31,SBUX UW Equity,20140203,6294559,10242944,0,2926875.0,20080107,17039579.0
2023-12-31,STT UN Equity,20220825,12149906,0,0,16318.0,20190101,12286692.0
2022-12-31,STT UN Equity,20221201,15524952,0,0,1358491.0,20190101,15646128.0
2021-12-31,STT UN Equity,20200630,12999934,0,0,0.0,20190101,13113660.0
2020-12-31,STT UN Equity,20200630,8250050,0,0,8303.0,20190101,8351677.0
2019-12-31,STT UN Equity,20190701,4926560,0,0,2837004.0,20190101,5062397.0
2018-12-31,STT UN Equity,20181231,9999982,0,0,1967353.0,20181231,13135172.0
2017-12-31,STT UN Equity,20171107,10000028,0,0,4842269.0,20100301,13638391.0
2016-12-31,STT UN Equity,20160331,8999997,0,0,2596750.0,20100301,11114322.0
2015-12-31,STT UN Equity,20141211,10200000,0,0,0.0,20100301,10303025.0
2014-12-31,STT UN Equity,20141211,10199957,0,0,2566750.0,20100301,15275446.0
2023-12-31,AOS UN Equity,20200502,3146180,0,0,4297000.0,20180901,3383156.0
2022-12-31,AOS UN Equity,20200502,1517977,1518003,146000,2122000.0,20180901,3337047.0
2021-12-31,AOS UN Equity,20200502,1386088,1385968,0,2917000.0,20180901,2980982.0
2020-12-31,AOS UN Equity,20200502,1320025,1320016,0,1347000.0,20180901,2958793.0
2019-12-31,AOS UN Equity,20190501,857931,858007,0,845000.0,20180901,2033438.0
2018-12-31,AOS UN Equity,20180901,1743036,1742996,0,4407000.0,20180901,4036386.0
2017-12-31,AOS UN Equity,20170601,1039566,1039504,0,3079000.0,20130101,3462163.0
2016-12-31,AOS UN Equity,20140430,976703,976803,0,2785000.0,20130101,3519426.0
2015-12-31,AOS UN Equity,20140430,907568,907465,0,2904750.0,20130101,3125524.0
2014-12-31,AOS UN Equity,20140430,857372,857672,0,1981000.0,20130101,3749421.0
2023-12-31,GEN UW Equity,20221108,23336211,0,0,1005813.0,20191108,23345167.0
2022-12-31,GEN UW Equity,20200708,11437131,0,0,1181250.0,20191108,11450678.0
2021-12-31,GEN UW Equity,20210101,10278897,0,1300000,1485000.0,20191108,10290600.0
2020-12-31,GEN UW Equity,20200121,20470147,7735000,0,1629212.0,20191108,28807517.0
2019-12-31,GEN UW Equity,20181129,0,0,0,0.0,20160801,1921038.0
2018-12-31,GEN UW Equity,20170201,15982645,0,0,0.0,20160801,16347581.0
2017-12-31,GEN UW Equity,20170331,5608634,0,0,743333.0,20160801,17286422.0
2016-12-31,GEN UW Equity,20141104,12485352,0,0,852000.0,20140320,12539801.0
2015-12-31,GEN UW Equity,20141113,14177180,0,0,658176.0,20140320,14199180.0
2014-12-31,GEN UW Equity,20140320,8272725,0,0,0.0,20140320,12435467.0
2023-12-31,TROW UW Equity,20220131,5100097,0,0,7300000.0,20220101,5191931.0
2022-12-31,TROW UW Equity,20220131,5400156,0,0,8000000.0,20220101,5488613.0
2021-12-31,TROW UW Equity,20211231,6600390,0,0,9900000.0,20211231,6877330.0
2020-12-31,TROW UW Equity,20201231,5900108,0,0,9000000.0,20160101,5987274.0
2019-12-31,TROW UW Equity,20190425,5650073,0,0,8500000.0,20160101,5738346.0
2018-12-31,TROW UW Equity,20181231,4450019,0,0,8200000.0,20160101,4536753.0
2017-12-31,TROW UW Equity,20171231,3550028,0,39759,7600000.0,20160101,3680210.0
2016-12-31,TROW UW Equity,20160101,1800045,0,0,6850000.0,20160101,1882395.0
2015-12-31,TROW UW Equity,20151231,864314,256231,0,7200000.0,20151231,1198249.0
2014-12-31,TROW UW Equity,20140603,781223,689575,0,7000000.0,20070101,1552148.0
2023-12-31,STZ UN Equity,20221109,6389602,4999557,0,3110960.0,20190301,11618918.0
2022-12-31,STZ UN Equity,20200113,3681902,3149674,0,3830770.0,20190301,6932588.0
2021-12-31,STZ UN Equity,20200113,3659676,3150605,0,3600000.0,20190301,6927855.0
2020-12-31,STZ UN Equity,20200113,3086226,2400479,0,2504296.0,20190301,5654316.0
2019-12-31,STZ UN Equity,20190228,3278749,2717885,0,1918094.0,20190228,7005969.0
2018-12-31,STZ UN Equity,20180228,3238464,2638447,0,2498017.0,20070726,6997281.0
2017-12-31,STZ UN Equity,20160126,2611319,2271806,0,2318435.0,20070726,5934348.0
2016-12-31,STZ UN Equity,20160126,2566018,2216779,0,2431372.0,20070726,5605208.0
2015-12-31,STZ UN Equity,20150131,2455149,2181293,0,1952645.0,20070726,5367658.0
2014-12-31,STZ UN Equity,20130607,4478506,1961535,0,2025293.0,20070726,7169889.0
2023-12-31,INTU UW Equity,20230731,17840333,6375096,0,1980000.0,20190101,24225429.0
2022-12-31,INTU UW Equity,20190101,17489821,6375036,0,2200000.0,20190101,23874857.0
2021-12-31,INTU UW Equity,20190101,15981685,5750052,0,2187500.0,20190101,21741737.0
2020-12-31,INTU UW Equity,20190101,13025683,4750066,0,1500000.0,20190101,17785749.0
2019-12-31,INTU UW Equity,20190101,20508030,6000038,0,2732119.0,20190101,26698068.0
2018-12-31,INTU UW Equity,20180201,12858012,4493437,0,2065000.0,20080101,18006738.0
2017-12-31,INTU UW Equity,20160121,9985204,3556349,0,1837500.0,20080101,13551553.0
2016-12-31,INTU UW Equity,20160121,11576785,3876600,0,2325000.0,20080101,15463385.0
