Date,symbol,DATE_OF_LAST_EXECUTIVE_CHANGE,TOT_STK_AWD_GIVEN_TO_CEO_EQUIV,TOT_OPT_AWD_GIVEN_TO_CEO_EQUIV,TOT_BONUSES_PAID_TO_CEO_EQUIV,TOT_N_EQT_INCENT_GVN_TO_CEO_EQ,COMP_LKD_LAST_CEO_&_EQUIV_CHG_D,ALL_OTHER_COMP_AW_TO_CEO_EQUIV
2015-12-31,INTU UW Equity,20140531,10373838,3174993,0,1456500.0,20080101,13558831.0
2014-12-31,INTU UW Equity,20140531,10172624,3475845,0,1890000.0,20080101,13658469.0
2023-12-31,MS UN Equity,20231231,22500000,0,8875000,0.0,20231231,22576606.0
2022-12-31,MS UN Equity,20210601,30355752,0,7500000,0.0,20100101,30398905.0
2021-12-31,MS UN Equity,20210601,24553943,0,8375000,0.0,20100101,25066635.0
2020-12-31,MS UN Equity,20190424,20048178,0,7875000,0.0,20100101,20183524.0
2019-12-31,MS UN Equity,20190630,23708083,0,6375000,0.0,20100101,23767395.0
2018-12-31,MS UN Equity,20160106,19748977,0,6875000,0.0,20100101,19793639.0
2017-12-31,MS UN Equity,20160106,11383777,0,11568250,0.0,20100101,11441472.0
2016-12-31,MS UN Equity,20161231,9958913,0,9698750,0.0,20100101,10007085.0
2015-12-31,MS UN Equity,20150501,11250320,0,9023750,0.0,20100101,11592302.0
2014-12-31,MS UN Equity,20130101,11241190,0,10077325,0.0,20100101,11692719.0
2023-12-31,MCHP UW Equity,20210301,8714501,0,75599,2828128.0,20210301,8729462.0
2022-12-31,MCHP UW Equity,20210301,10538056,0,46006,1595494.0,20210301,10552305.0
2021-12-31,MCHP UW Equity,20210301,10554457,0,34878,1446106.0,20210301,10577294.0
2020-12-31,MCHP UW Equity,20191231,5135465,0,21571,906713.0,19911001,5144051.0
2019-12-31,MCHP UW Equity,20190101,11386308,0,21626,700389.0,19911001,11393224.0
2018-12-31,MCHP UW Equity,20160229,4464406,0,48012,2632141.0,19911001,4473265.0
2017-12-31,MCHP UW Equity,20160229,4229482,0,51071,2395351.0,19911001,4239947.0
2016-12-31,MCHP UW Equity,20160229,8812155,0,30832,1264648.0,19911001,8819843.0
2015-12-31,MCHP UW Equity,20130530,3459535,0,27690,1381146.0,19911001,3467752.0
2014-12-31,MCHP UW Equity,20130530,3254225,0,35228,1865424.0,19911001,3261824.0
2023-12-31,HOLX UW Equity,20230421,8685571,2749981,0,2311254.0,20131207,12068437.0
2022-12-31,HOLX UW Equity,20220401,7600629,2499983,0,2544687.0,20131207,10660709.0
2021-12-31,HOLX UW Equity,20190731,7759570,2474782,0,2835627.0,20131207,10820046.0
2020-12-31,HOLX UW Equity,20200827,7261555,2106425,0,3278181.0,20131207,9754889.0
2019-12-31,HOLX UW Equity,20190731,7082065,2027373,0,1814139.0,20131207,9499714.0
2018-12-31,HOLX UW Equity,20180802,27183611,12072994,0,1390500.0,20131207,39619642.0
2017-12-31,HOLX UW Equity,20150617,6229190,1955682,0,1545000.0,20131207,8611831.0
2016-12-31,HOLX UW Equity,20150617,5437437,1812490,0,1875000.0,20131207,7919592.0
2015-12-31,HOLX UW Equity,20150617,5456214,1811110,0,2625000.0,20131207,7708859.0
2014-12-31,HOLX UW Equity,20140526,15340523,6764995,0,2409648.0,20131207,23623532.0
2023-12-31,CFG UN Equity,20230503,7345937,0,2097000,0.0,20131001,7491271.0
2022-12-31,CFG UN Equity,20220404,6920896,0,3108900,0.0,20131001,7107888.0
2021-12-31,CFG UN Equity,20210331,7840912,0,2928900,0.0,20131001,8014176.0
2020-12-31,CFG UN Equity,20190214,10422527,0,2268900,0.0,20131001,10579423.0
2019-12-31,CFG UN Equity,20190214,5749060,0,2553900,0.0,20131001,5857542.0
2018-12-31,CFG UN Equity,20170304,5259033,0,2463900,0.0,20131001,5455033.0
2017-12-31,CFG UN Equity,20170304,4699056,0,0,2253900.0,20131001,4809089.0
2016-12-31,CFG UN Equity,20161217,5478086,0,0,2013900.0,20131001,5738624.0
2015-12-31,CFG UN Equity,20150430,4393876,0,0,1000920.0,20131001,5509042.0
2014-12-31,CFG UN Equity,20141218,4935526,0,0,3342638.0,20131001,5726067.0
2023-12-31,JBL UN Equity,20230501,17530114,0,0,6585718.0,20230501,18007484.0
2022-12-31,JBL UN Equity,20220831,11110207,0,0,3746539.0,20130301,11439883.0
2021-12-31,JBL UN Equity,20200930,11159600,0,0,3007125.0,20130301,11172869.0
2020-12-31,JBL UN Equity,20200831,11561521,0,0,0.0,20130301,11573484.0
2019-12-31,JBL UN Equity,20180430,8140831,0,0,2050313.0,20130301,8147122.0
2018-12-31,JBL UN Equity,20180831,8452294,0,0,1778475.0,20130301,8467890.0
2017-12-31,JBL UN Equity,20170605,7928800,0,0,2813250.0,20130301,7939600.0
2016-12-31,JBL UN Equity,20130701,9407614,0,0,0.0,20130301,9418414.0
2015-12-31,JBL UN Equity,20130301,5642593,633000,0,3150000.0,20130301,6285993.0
2014-12-31,JBL UN Equity,20130301,5526912,0,0,0.0,20130301,5539114.0
2023-12-31,ORLY UW Equity,20231001,0,0,1475000,2614233.0,20180508,46811.0
2022-12-31,ORLY UW Equity,20220509,0,1425055,0,2550499.0,20180508,1513390.0
2021-12-31,ORLY UW Equity,20210513,0,1349999,0,10000000.0,20180508,1429656.0
2020-12-31,ORLY UW Equity,20180508,0,1249949,0,6454953.0,20180508,1324467.0
2019-12-31,ORLY UW Equity,20180508,0,999964,0,1041229.0,20180508,1062330.0
2018-12-31,ORLY UW Equity,20180508,325089,2849986,0,1160373.0,20180508,3274289.0
2017-12-31,ORLY UW Equity,20170212,0,1324580,0,195842.0,20050224,1377630.0
2016-12-31,ORLY UW Equity,20080101,0,1250025,0,2042341.0,20050224,1304692.0
2015-12-31,ORLY UW Equity,20130101,0,1175023,0,2881471.0,20050224,1228658.0
2014-12-31,ORLY UW Equity,20130101,0,1102580,0,2168870.0,20050224,1209066.0
2023-12-31,ALL UN Equity,20221104,7883165,4986008,0,2077500.0,20070101,13025457.0
2022-12-31,ALL UN Equity,20221104,6868175,4293494,0,2389125.0,20070101,11230876.0
2021-12-31,ALL UN Equity,20200101,6335804,4304994,0,6286039.0,20070101,11401938.0
2020-12-31,ALL UN Equity,20200101,7312094,4404993,0,4889565.0,20070101,14860859.0
2019-12-31,ALL UN Equity,20180301,6045035,4030005,0,4730100.0,20070101,13545211.0
2018-12-31,ALL UN Equity,20180301,5812528,3874998,0,6719194.0,20070101,10677667.0
2017-12-31,ALL UN Equity,20170301,5400039,3599997,0,6.7593,20070101,17515976.2407
2016-12-31,ALL UN Equity,20160101,5400028,3600000,0,1982880.0,20070101,10630635.0
2015-12-31,ALL UN Equity,20151231,5792987,5792989,0,3656765.0,20150105,12264240.0
2014-12-31,ALL UN Equity,20130101,4900015,4899997,0,5073075.0,20120227,12689423.0
2023-12-31,EQR UN Equity,20200901,6654190,1479286,0,2312145.0,20190101,8148914.0
2022-12-31,EQR UN Equity,20200901,7211548,0,0,2958491.0,20190101,7451593.0
2021-12-31,EQR UN Equity,20200901,6406107,600678,0,668520.0,20190101,7022007.0
2020-12-31,EQR UN Equity,20200901,5590828,0,0,1201280.0,20190101,5599378.0
2019-12-31,EQR UN Equity,20180904,3383836,0,0,2390880.0,20190101,3397281.0
2018-12-31,EQR UN Equity,20181231,7263863,2664900,0,0.0,20181231,10104730.0
2017-12-31,EQR UN Equity,20130415,3599985,4057195,0,0.0,20060101,7668713.0
2016-12-31,EQR UN Equity,20130415,6370243,1392295,0,0.0,20060101,7773704.0
2015-12-31,EQR UN Equity,20130415,11827594,0,0,0.0,20060101,11838532.0
2014-12-31,EQR UN Equity,20130415,4183417,1061185,0,1984500.0,20060101,5255183.0
2023-12-31,BWA UN Equity,20210228,13223536,0,0,3651200.0,20180801,14269495.0
2022-12-31,BWA UN Equity,20201002,12255302,0,0,3412800.0,20180801,13120430.0
2021-12-31,BWA UN Equity,20201002,13017485,0,0,2499840.0,20180801,13832250.0
2020-12-31,BWA UN Equity,20201002,6364686,0,0,1564420.0,20180801,7183935.0
2019-12-31,BWA UN Equity,20191001,9506072,0,0,2754999.0,20180801,10035780.0
2018-12-31,BWA UN Equity,20181231,14553461,0,0,2000185.0,20180801,16000315.0
2017-12-31,BWA UN Equity,20171231,8561811,0,0,3780000.0,20130101,9045523.0
2016-12-31,BWA UN Equity,20151130,9316086,0,0,950000.0,20130101,10172516.0
2015-12-31,BWA UN Equity,20140331,12136267,0,0,3480000.0,20130101,12790632.0
2014-12-31,BWA UN Equity,20130501,5872638,0,0,2600000.0,20130101,6437730.0
2023-12-31,INCY UW Equity,20230605,9334654,4425053,0,1554703.0,20140113,13812894.0
2022-12-31,INCY UW Equity,20190211,9387662,4395487,0,1602926.0,20140113,13839291.0
2021-12-31,INCY UW Equity,20190211,7399170,4689466,0,1160596.0,20140113,12143960.0
2020-12-31,INCY UW Equity,20190211,8317223,5515024,0,1403468.0,20140113,13879993.0
2019-12-31,INCY UW Equity,20190211,6740953,5937070,0,1382183.0,20140113,12724679.0
2018-12-31,INCY UW Equity,20181231,1733822,5564508,0,807769.0,20140113,7510845.0
2017-12-31,INCY UW Equity,20160531,1755563,11677844,0,1476505.0,20140113,13644021.0
2016-12-31,INCY UW Equity,20160531,2810905,6720183,0,1129880.0,20140113,9739495.0
2015-12-31,INCY UW Equity,20150522,921860,2766054,0,1163900.0,20140113,3885954.0
2014-12-31,INCY UW Equity,20141130,24768977,3545873,2258000,1150000.0,20140113,28870528.0
2023-12-31,SPG UN Equity,20190215,10000259,0,4000000,0.0,20071231,10314307.0
2022-12-31,SPG UN Equity,20190215,6264867,0,28000000,0.0,20071231,6417783.0
2021-12-31,SPG UN Equity,20190215,5458550,0,3750000,0.0,20071231,5475192.0
2020-12-31,SPG UN Equity,20190215,5942313,0,1710000,0.0,20071231,5958705.0
2019-12-31,SPG UN Equity,20190215,6323236,0,2850000,0.0,20071231,6339378.0
2018-12-31,SPG UN Equity,20181001,6321027,0,3850000,0.0,20071231,6336918.0
2017-12-31,SPG UN Equity,20171231,0,0,3500000,0.0,20071231,15657.0
2016-12-31,SPG UN Equity,20141231,9472676,0,0,2500000.0,20071231,9488074.0
2015-12-31,SPG UN Equity,20141231,9470774,0,0,3500000.0,20071231,9484207.0
2014-12-31,SPG UN Equity,20141231,9972444,0,0,3500000.0,20071231,9989246.0
2023-12-31,EMN UN Equity,20221010,11208310,2472937,0,1597050.0,20140101,14640030.0
2022-12-31,EMN UN Equity,20210831,11996462,2825667,0,0.0,20140101,15736556.0
2021-12-31,EMN UN Equity,20210831,9781398,2601291,0,3458250.0,20140101,13020707.0
2020-12-31,EMN UN Equity,20200630,8032588,1471211,0,1950000.0,20140101,10308678.0
2019-12-31,EMN UN Equity,20191031,9248104,2738265,0,377000.0,20140101,12914289.0
2018-12-31,EMN UN Equity,20160701,9646050,2946429,0,1540625.0,20140101,13151748.0
2017-12-31,EMN UN Equity,20160701,9124531,1980237,0,1449000.0,20140101,11901220.0
2016-12-31,EMN UN Equity,20160701,6295442,1771578,0,1301300.0,20140101,8993872.0
2015-12-31,EMN UN Equity,20140701,5181984,1422197,0,1673100.0,20140101,7087135.0
2014-12-31,EMN UN Equity,20140701,4277385,1017439,0,1160000.0,20140101,5704090.0
2023-12-31,AVB UN Equity,20210125,6029666,378140,0,2040600.0,20220103,6439087.0
2022-12-31,AVB UN Equity,20220103,13327235,367203,0,3655562.0,20220103,13747942.0
2021-12-31,AVB UN Equity,20210201,8551838,1999988,0,2798600.0,20120101,10572860.0
2020-12-31,AVB UN Equity,20150108,8497608,0,0,1735892.0,20120101,8519979.0
2019-12-31,AVB UN Equity,20150108,7727980,0,0,2170000.0,20120101,7751362.0
2018-12-31,AVB UN Equity,20150108,6688757,0,0,2368500.0,20120101,6710934.0
2017-12-31,AVB UN Equity,20150108,5064956,0,0,1750000.0,20120101,5153442.0
2016-12-31,AVB UN Equity,20150108,4225111,0,0,1468106.0,20120101,4265587.0
2015-12-31,AVB UN Equity,20150108,4441381,0,0,1871738.0,20120101,4481962.0
2014-12-31,AVB UN Equity,20141231,4861744,0,0,1446969.0,20120101,5030707.0
2023-12-31,PRU UN Equity,20230101,13000041,0,0,4143000.0,20181201,13770328.0
2022-12-31,PRU UN Equity,20191201,12500145,0,0,5191834.0,20181201,13617159.0
2021-12-31,PRU UN Equity,20191201,11300123,0,0,6425878.0,20181201,12173859.0
2020-12-31,PRU UN Equity,20200401,4980063,1682442,0,5889715.0,20181201,7854385.0
2019-12-31,PRU UN Equity,20191201,4980009,1666665,0,6085252.0,20181201,7847687.0
2018-12-31,PRU UN Equity,20181201,13528544,4657907,0,14267412.0,20181201,20659513.0
2017-12-31,PRU UN Equity,20140404,6284606,2061108,0,9273376.0,20080101,16438023.0
2016-12-31,PRU UN Equity,20140404,5285346,1864985,0,8947438.0,20080101,14096817.0
2015-12-31,PRU UN Equity,20140404,4844396,1584892,0,8753268.0,20080101,6519903.0
2014-12-31,PRU UN Equity,20140404,6591919,2154674,0,12687734.0,20140404,33955962.0
2023-12-31,UPS UN Equity,20220718,18916192,1358762,0,1509713.0,20200601,20370625.0
2022-12-31,UPS UN Equity,20220718,15046968,1228547,0,1035932.0,20200601,16463019.0
2021-12-31,UPS UN Equity,20211231,23670426,1125023,0,1397139.0,20200601,24887503.0
2020-12-31,UPS UN Equity,20201231,3245397,2278247,0,944029.0,20200601,6631643.0
2019-12-31,UPS UN Equity,20190916,11670956,1119650,0,317496.0,20140901,16441387.0
2018-12-31,UPS UN Equity,20180601,10459956,1087039,0,937739.0,20140901,12888145.0
2017-12-31,UPS UN Equity,20160210,9354699,1055372,0,672046.0,20140901,12737670.0
2016-12-31,UPS UN Equity,20160210,9172450,991275,0,387741.0,20140901,12254410.0
2015-12-31,UPS UN Equity,20150701,7900221,450015,0,633478.0,20140901,9640001.0
2014-12-31,UPS UN Equity,20141231,19006811,640481,0,826768.0,20140901,23019657.0
2023-12-31,WBA UW Equity,20230831,10639786,0,0,0.0,20230831,12634190.0
2022-12-31,WBA UW Equity,20210501,8511685,2885690,0,3570000.0,20210315,12217489.0
2021-12-31,WBA UW Equity,20210517,20200048,0,4500000,2404875.0,20210315,20864035.0
2020-12-31,WBA UW Equity,20190318,13180703,4252100,0,0.0,20150101,17483187.0
2019-12-31,WBA UW Equity,20190318,13158012,5969372,0,0.0,20150101,19156202.0
2018-12-31,WBA UW Equity,20180601,6229183,7202212,0,0.0,20150101,13542260.0
2017-12-31,WBA UW Equity,20160607,7111185,7361500,0,0.0,20150101,14673822.0
2016-12-31,WBA UW Equity,20160607,5017137,4984416,0,0.0,20150101,10140368.0
2015-12-31,WBA UW Equity,20150714,14291609,4433053,0,2051696.0,20150109,24653294.0
2014-12-31,WBA UW Equity,20140804,8540764,4059339,0,1507744.0,20090201,13843144.0
2023-12-31,MCK UN Equity,20221201,13000596,0,0,5016667.0,20190401,13771325.0
2022-12-31,MCK UN Equity,20200113,12250438,0,0,4210938.0,20190401,12566144.0
2021-12-31,MCK UN Equity,20200605,11500289,0,0,1602813.0,20190401,12060177.0
2020-12-31,MCK UN Equity,20191001,9875191,0,0,3654000.0,20190401,10531470.0
2019-12-31,MCK UN Equity,20190331,5000155,3000034,0,7287294.0,20190331,8432913.0
2018-12-31,MCK UN Equity,20180102,7369248,4422022,0,4048300.0,20010815,12414717.0
2017-12-31,MCK UN Equity,20170331,5896178,5896024,0,6036000.0,20010815,12380599.0
2016-12-31,MCK UN Equity,20131009,7317049,5057023,0,9233600.0,20010815,12736038.0
2015-12-31,MCK UN Equity,20150217,7316951,5057353,0,10422000.0,20010815,12742555.0
2014-12-31,MCK UN Equity,20131031,7732173,4401579,0,10843200.0,20010815,13396682.0
2023-12-31,LMT UN Equity,20221101,13008681,0,0,6655900.0,20200615,14406875.0
2022-12-31,LMT UN Equity,20221101,13413894,0,0,7989200.0,20200615,15070345.0
2021-12-31,LMT UN Equity,20210803,10783715,0,0,4049200.0,20200615,12319838.0
2020-12-31,LMT UN Equity,20200615,31430190,0,0,13536100.0,20200615,35531190.0
2019-12-31,LMT UN Equity,20190831,11375516,0,0,10377344.0,20130101,18679337.0
2018-12-31,LMT UN Equity,20180131,9788097,0,0,8758727.0,20130101,10988624.0
2017-12-31,LMT UN Equity,20130331,9504252,0,0,8318060.0,20130101,12860514.0
2016-12-31,LMT UN Equity,20130331,9228211,0,0,8159848.0,20130101,10779654.0
2015-12-31,LMT UN Equity,20130331,8962915,0,0,9096460.0,20130101,17866363.0
2014-12-31,LMT UN Equity,20130401,8905240,0,0,7060860.0,20130101,25138010.0
2023-12-31,COF UN Equity,20210301,23458681,0,5000000,0.0,19941101,23589573.0
2022-12-31,COF UN Equity,20220301,23248940,0,4250000,0.0,19941101,23355311.0
2021-12-31,COF UN Equity,20210301,15817843,0,4550000,0.0,19941101,15907553.0
2020-12-31,COF UN Equity,20170701,16750159,0,3000000,0.0,19941101,17119971.0
2019-12-31,COF UN Equity,20170701,4550031,0,3000000,0.0,19941101,4705792.0
2018-12-31,COF UN Equity,20180731,12985071,0,4200000,0.0,19941101,13133796.0
2017-12-31,COF UN Equity,20170701,10535121,1750018,3727500,0.0,19941101,12448270.0
2016-12-31,COF UN Equity,20161128,12285042,1750003,2677500,0.0,19941101,14243637.0
2015-12-31,COF UN Equity,20130524,13440028,1750000,2677500,0.0,19941101,15337674.0
2014-12-31,COF UN Equity,20130524,13343815,1750000,4410000,0.0,19941101,15196474.0
2023-12-31,WAT UN Equity,20231024,3825193,3750043,0,0.0,20200901,7644680.0
2022-12-31,WAT UN Equity,20210512,3044893,3249907,0,2056778.0,20200901,6314300.0
2021-12-31,WAT UN Equity,20210512,2785291,2499991,0,2350241.0,20200901,5303318.0
2020-12-31,WAT UN Equity,20201231,4785932,6348117,0,1322400.0,20200901,15488508.0
2019-12-31,WAT UN Equity,20191001,0,0,0,0.0,20150908,139859.0
2018-12-31,WAT UN Equity,20180201,1649946,3849939,0,1358083.0,20150908,5956869.0
2017-12-31,WAT UN Equity,20171231,1649850,3849973,0,1063824.0,20171231,5641962.0
2016-12-31,WAT UN Equity,20161231,1840312,3500018,0,1299954.0,20150908,5481311.0
2015-12-31,WAT UN Equity,20150908,2499911,7499233,1700000,1147340.0,20150908,10189572.0
2014-12-31,WAT UN Equity,20141231,0,0,0,527946.0,20020101,179699.0
2023-12-31,NDSN UW Equity,20231017,3110106,2012792,0,331012.0,20190801,5675633.0
2022-12-31,NDSN UW Equity,20220201,2997098,2475660,0,1670400.0,20190801,5861713.0
2021-12-31,NDSN UW Equity,20200706,5439290,1970346,0,1740000.0,20190801,7698750.0
2020-12-31,NDSN UW Equity,20200828,2092522,1628219,0,353077.0,20190801,4114706.0
2019-12-31,NDSN UW Equity,20190801,3113505,1709014,0,888175.0,20190801,6520557.0
2018-12-31,NDSN UW Equity,20180228,2509619,1942599,0,1082250.0,20100116,4989840.0
2017-12-31,NDSN UW Equity,20131231,2347868,1829045,0,1103375.0,20100116,4769940.0
2016-12-31,NDSN UW Equity,20131231,1897868,1416040,0,1380400.0,20100116,4198449.0
2015-12-31,NDSN UW Equity,20131231,1752298,1425589,0,800000.0,20100116,4014519.0
2014-12-31,NDSN UW Equity,20131231,1534825,1233462,0,1294000.0,20100116,3400106.0
2023-12-31,DLTR UW Equity,20220825,10874880,0,0,1396217.0,20200720,11143917.0
2022-12-31,DLTR UW Equity,20210413,7249961,0,0,1478325.0,20200720,7386758.0
2021-12-31,DLTR UW Equity,20191211,7249961,0,0,1478325.0,20200720,7386758.0
2020-12-31,DLTR UW Equity,20191211,7749958,0,0,1377475.0,20170918,7827146.0
2019-12-31,DLTR UW Equity,20170918,6749573,0,0,1182590.0,20170918,6816252.0
2018-12-31,DLTR UW Equity,20170918,4104687,7749808,0,5348900.0,20170918,12053541.0
2017-12-31,DLTR UW Equity,20170105,6499865,0,0,2288489.0,20040101,6612780.0
2016-12-31,DLTR UW Equity,20160115,5803264,0,0,2080320.0,20040101,5863813.0
2015-12-31,DLTR UW Equity,20130701,4104531,0,0,2140773.0,20040101,4167946.0
2014-12-31,DLTR UW Equity,20130701,3839768,0,0,1909929.0,20040101,3897857.0
2023-12-31,DRI UN Equity,20221231,4252311,1310215,0,1590000.0,20220530,5910029.0
2022-12-31,DRI UN Equity,20210104,4615649,1367033,0,3744231.0,20141014,6899533.0
2021-12-31,DRI UN Equity,20210104,4135158,1361689,0,2840000.0,20141014,6288186.0
2020-12-31,DRI UN Equity,20180122,3914767,1268902,1916154,0.0,20141014,5942793.0
2019-12-31,DRI UN Equity,20180122,4393249,1482042,0,3200000.0,20141014,6510578.0
2018-12-31,DRI UN Equity,20180122,11192404,1122487,0,2025000.0,20141014,12745151.0
2017-12-31,DRI UN Equity,20160331,2391994,1124576,0,1525000.0,20141014,3836776.0
2016-12-31,DRI UN Equity,20160331,2231443,1006702,0,1610498.0,20141014,3576806.0
2015-12-31,DRI UN Equity,20150331,935887,948484,0,1251785.0,20141014,5029618.0
2014-12-31,DRI UN Equity,20140525,1785803,2827192,0,732344.0,20041129,5043291.0
2023-12-31,NTAP UW Equity,20220106,9908566,0,0,448375.0,20150601,9922048.0
2022-12-31,NTAP UW Equity,20220429,15745686,0,0,2133037.0,20150601,15759168.0
2021-12-31,NTAP UW Equity,20210113,10779520,0,0,2600000.0,20150601,10790583.0
2020-12-31,NTAP UW Equity,20200316,8531207,0,0,0.0,20150601,8541209.0
2019-12-31,NTAP UW Equity,20180428,10065244,0,0,2163356.0,20150601,10076613.0
2018-12-31,NTAP UW Equity,20180101,9611646,0,0,2307516.0,20150601,9626851.0
2017-12-31,NTAP UW Equity,20160501,6179678,0,0,1920650.0,20150601,6209591.0
2016-12-31,NTAP UW Equity,20160429,8196616,0,44990,477366.0,20150601,13209068.0
2015-12-31,NTAP UW Equity,20140430,4368750,3079500,0,967312.0,20090819,7461732.0
2014-12-31,NTAP UW Equity,20140407,2476275,3909560,0,1244100.0,20090819,6390975.0
2023-12-31,ODFL UW Equity,20230701,6875460,0,0,12214883.0,20230701,7294315.0
2022-12-31,ODFL UW Equity,20190101,2578625,0,0,9200000.0,20180516,2710674.0
2021-12-31,ODFL UW Equity,20190101,1975247,0,0,7744570.0,20180516,2059240.0
2020-12-31,ODFL UW Equity,20180516,1608515,0,0,5526958.0,20180516,1695482.0
2019-12-31,ODFL UW Equity,20180516,1607641,0,0,4943698.0,20180516,1673406.0
2018-12-31,ODFL UW Equity,20180516,840123,0,0,12276300.0,20180516,967925.0
2017-12-31,ODFL UW Equity,20160101,378973,0,0,6090369.0,20080101,493149.0
2016-12-31,ODFL UW Equity,20160101,341056,0,0,4966908.0,20080101,457042.0
2015-12-31,ODFL UW Equity,20151231,283476,0,0,5096179.0,20080101,409955.0
2014-12-31,ODFL UW Equity,20110630,280847,0,0,4498150.0,20080101,376683.0
2023-12-31,DVA UN Equity,20210228,0,0,0,4208063.0,20190601,1096573.0
2022-12-31,DVA UN Equity,20210228,0,0,0,1173805.0,20190601,610776.0
2021-12-31,DVA UN Equity,20210228,0,0,0,1743799.0,20190601,354640.0
2020-12-31,DVA UN Equity,20200601,0,68496958,0,3282480.0,20190601,68903731.0
2019-12-31,DVA UN Equity,20190601,12233880,0,0,9144634.0,20190601,13136055.0
2018-12-31,DVA UN Equity,20170301,20895892,5710778,0,3303371.0,20121102,27414130.0
2017-12-31,DVA UN Equity,20170301,5486824,6215011,0,1750000.0,20121102,12274758.0
2016-12-31,DVA UN Equity,20160501,4531740,4082358,0,1705153.0,20121102,9318441.0
2015-12-31,DVA UN Equity,20150616,3720140,3422476,0,7375186.0,20150131,7734077.0
2014-12-31,DVA UN Equity,20140318,5572581,6419526,200000,8752500.0,20140314,12614033.0
2023-12-31,HIG UN Equity,20210831,5747175,5250000,0,3861000.0,20140701,11347250.0
2022-12-31,HIG UN Equity,20221231,5153500,5000000,0,4440000.0,20140701,10458969.0
2021-12-31,HIG UN Equity,20210831,5001475,4625000,0,4740000.0,20140701,9934348.0
